TestYUV, SliceMode, SlcNum, PicW, PicH, ThrdNum, SliceSize, AllocSize, FPS
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 1, 1500, 40538845, 183.517633  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 1, 600, 40538845, 183.270425  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 2, 1500, 40538845, 183.522073  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 2, 600, 40538845, 180.387633  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 3, 1500, 40538845, 183.030763  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 3, 600, 40538845, 181.944290  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 4, 1500, 40538845, 181.822579  
 desktop_dialog_1920x1080_i420.yuv, 0, 1, 1920, 1080, 4, 600, 40538845, 182.168915  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 1, 1500, 40560313, 182.261075  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 1, 600, 40560313, 184.626000  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 2, 1500, 53102249, 258.324036  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 2, 600, 53102249, 254.929727  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 3, 1500, 56236768, 297.888579  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 3, 600, 56236768, 297.300533  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 4, 1500, 59371287, 369.889218  
 desktop_dialog_1920x1080_i420.yuv, 1, 4, 1920, 1080, 4, 600, 59371287, 364.315515  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 1, 1500, 40546001, 180.773756  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 1, 600, 40546001, 177.569345  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 2, 1500, 53086195, 194.634974  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 2, 600, 53086195, 195.434418  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 3, 1500, 53086195, 196.200985  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 3, 600, 53086195, 196.123473  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 4, 1500, 53086195, 195.733938  
 desktop_dialog_1920x1080_i420.yuv, 2, 4, 1920, 1080, 4, 600, 53086195, 196.017166  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 1, 1500, 40782149, 172.672969  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 1, 600, 41083895, 173.581453  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 2, 1500, 53538152, 249.692397  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 2, 600, 61490561, 247.678918  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 3, 1500, 56672742, 293.119904  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 3, 600, 61974397, 305.799308  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 4, 1500, 60568756, 334.172977  
 desktop_dialog_1920x1080_i420.yuv, 3, 0, 1920, 1080, 4, 600, 69656681, 340.551220  
