TestYUV, SliceMode, SlcNum, PicW, PicH, ThrdNum, SliceSize, AllocSize, FPS
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 1, 1500, 98919565, 84.939212  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 1, 600, 98919565, 85.839449  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 2, 1500, 98919565, 88.194557  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 2, 600, 98919565, 81.654475  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 3, 1500, 98919565, 85.696570  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 3, 600, 98919565, 92.167149  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 4, 1500, 98919565, 92.098002  
 SlideShowFast_SCC_2880x1800.yuv, 0, 1, 2880, 1800, 4, 600, 98919565, 90.998818  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 1, 1500, 98941765, 81.608461  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 1, 600, 98941765, 81.736385  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 2, 1500, 130192693, 130.659966  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 2, 600, 130192693, 126.158976  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 3, 1500, 138004344, 142.357034  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 3, 600, 138004344, 141.581018  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 4, 1500, 145815995, 183.707797  
 SlideShowFast_SCC_2880x1800.yuv, 1, 4, 2880, 1800, 4, 600, 145815995, 177.881286  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 1, 1500, 98926965, 85.634988  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 1, 600, 98926965, 86.127321  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 2, 1500, 130176143, 85.385020  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 2, 600, 130176143, 90.263332  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 3, 1500, 130176143, 83.063651  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 3, 600, 130176143, 85.757507  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 4, 1500, 130176143, 88.008286  
 SlideShowFast_SCC_2880x1800.yuv, 2, 4, 2880, 1800, 4, 600, 130176143, 87.594934  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 1, 1500, 99171165, 83.122427  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 1, 600, 100121689, 78.279869  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 2, 1500, 137297154, 115.408097  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 2, 600, 183898146, 112.293098  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 3, 1500, 157448531, 148.355342  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 3, 600, 208162925, 153.723587  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 4, 1500, 168005269, 154.297871  
 SlideShowFast_SCC_2880x1800.yuv, 3, 0, 2880, 1800, 4, 600, 216940059, 179.130914  
